the_geom,OBJECTID,NYSStreetID,LeftFromAddress,LeftToAddress,RightFromAddress,RightToAddress,CompleteStreetName,HighwayNumber,Jurisdiction,FCC,ACC,SPEED,LeftPostal,RightPostal,Shape.STLength()
"MULTILINESTRING ((-78.846951170771 42.88335050912, -78.845985159903 42.883350509092))",6701,477794010,192,214,191,213,Howard Street,,12,A41,5,25,14206,14206,78.98254300792911
"MULTILINESTRING ((-78.872327193307 42.934459522644, -78.872392204922 42.934425447055, -78.872410207133 42.934374506492, -78.872391151547 42.934334455364, -78.872343193378 42.934300515518, -78.872317143326 42.934295455609, -78.872239104416 42.934305482432, -78.872200199269 42.934345516334, -78.872195138731 42.93440547232, -78.872232140647 42.934444465321, -78.872305141976 42.934463511034, -78.872327193307 42.934459522644))",4856,477779430,,,,,Walkway,,12,A71,5,5,14222,14222,56.823369420070392
"MULTILINESTRING ((-78.883291133072 42.880676456337, -78.88288916387 42.880923487358, -78.882763187803 42.881081460016, -78.882716180563 42.881122492988, -78.882161167202 42.881449450512, -78.881990132341 42.881566454892))",7614,477794718,44,98,45,99,La Riviere Drive,,12,A41,5,25,14202,14202,146.40582460431418
"MULTILINESTRING ((-78.824852170804 42.957312466571, -78.824804185476 42.957319474547))",2424,477773924,,,,,Connecting Road,,12,A60,5,25,14214,14214,3.995309750232475
"MULTILINESTRING ((-78.80313508313 42.852817481827, -78.80229412771 42.852092462983))",520,477800362,2,32,1,29,Hillside Avenue,,12,A41,5,25,14210,14210,105.96878455465556
"MULTILINESTRING ((-78.803310084256 42.856975476783, -78.802260118345 42.856070491822))",541,477799794,2,40,1,39,Fields Avenue,,12,A41,5,25,14210,14210,132.28316068166046
"MULTILINESTRING ((-78.86301921435 42.893831497826, -78.862810138827 42.893893485793, -78.862601138334 42.893968436227, -78.862254106088 42.894117468818))",7029,477791266,,,,,State Route 33,33,01,A15,2,65,14204,14204,70.291959905210774
"MULTILINESTRING ((-78.832464085493 42.876856473292, -78.830405160837 42.876063455779))",10923,477796095,1188,1214,1155,1193,Clinton Street,354,01,A31,3,35,14206,14206,190.04719545433065
"MULTILINESTRING ((-78.898920121939 42.929370497177, -78.899057108811 42.929630442481, -78.899202179188 42.929853466869, -78.899403191878 42.930112488066))",9409,477781316,,,,,Interstate 190 Northbound,190,06,A15,1,65,14207,14207,91.630726811404969
"MULTILINESTRING ((-78.87343017999 42.873300469548, -78.873009127581 42.874587505153, -78.87279615962 42.875307456849))",10195,477796708,2,198,1,99,Baltimore Street,,12,A41,5,25,14203,14204,229.09888707491115
"MULTILINESTRING ((-78.908506179104 42.944775479605, -78.908429130578 42.944557524691, -78.908190121608 42.943955519452))",2831,477777110,,,,,Interstate 190 Southbound,190,06,A15,1,65,14207,14207,94.761260332060544
"MULTILINESTRING ((-78.821121144909 42.896018498213, -78.820857137499 42.896052443095))",1078,477790502,1456,1458,1459,1473,Broadway,954L,01,A31,3,35,14212,14212,21.908377393120613
"MULTILINESTRING ((-78.81772914296 42.914678501662, -78.81673011238 42.914679448985))",1410,477785573,1248,1274,1251,1275,East Ferry Street,,12,A31,4,35,14211,14211,81.639412050837507
"MULTILINESTRING ((-78.895817912533 42.891196992102, -78.896516183492 42.891643510351, -78.897170204651 42.892086436753, -78.898762165169 42.893219470787))",9186,600049301,221,339,222,338,Amvets Drive,,12,A41,5,25,14202,14201,329.47509909076211
"MULTILINESTRING ((-78.898325121363 42.952979510797, -78.897994155684 42.953320512969, -78.897797115377 42.953542510422))",2650,477774946,26,54,27,47,Isabelle Street,,12,A41,5,25,14207,14207,76.029040239593087
"MULTILINESTRING ((-78.804152128064 42.87187343894, -78.804053181326 42.874810440408))",867,477797056,4,106,3,105,Weaver Street,,12,A41,5,25,14206,14206,326.62953709064197
"MULTILINESTRING ((-78.853039140141 42.951445497085, -78.853072114621 42.953715477784))",3876,477775327,252,324,247,327,Sterling Avenue,,12,A41,5,25,14216,14216,252.39625987742536
"MULTILINESTRING ((-78.88433121783 42.949842511141, -78.884338130315 42.950668453385, -78.884326147985 42.951369526497))",3564,477775693,78,198,77,199,Sunset Street,,12,A41,5,25,14207,14207,169.78842147088795
"MULTILINESTRING ((-78.862896106744 42.861582503094, -78.862783168209 42.861606487614))",9658,443593199,,,,,Childs Street,,12,A40,5,25,14203,14203,9.614577473741143
"MULTILINESTRING ((-78.824675190391 42.956846504205, -78.824682194506 42.95687247064))",2428,477827236,78,80,79,79,Larchmont Road,,12,A41,5,25,14214,14214,2.943076620714754
"MULTILINESTRING ((-78.872751189966 42.925096434954, -78.873241204948 42.92551146916, -78.873461170827 42.925666442092))",5076,510551990,,,181,199,Chapin Parkway,,12,A35,4,35,14209,14209,85.991147228284916
"MULTILINESTRING ((-78.895134138318 42.897447496239, -78.894022203 42.898007505692))",8949,477790128,32,66,31,67,Jersey Street,,12,A41,5,25,14201,14201,110.1761430620782
"MULTILINESTRING ((-78.811775183837 42.850273479761, -78.810611157707 42.851123436456, -78.810380133905 42.85130851143))",340,477800557,64,198,63,199,Meriden Street,,12,A41,5,25,14220,14220,162.08918530498406
"MULTILINESTRING ((-78.839975133921 42.869884459665, -78.840559174266 42.869987472229, -78.841296189759 42.870115504469))",10635,477797579,,,,,Interstate 190 Northbound,190,06,A15,1,65,14210,14210,111.04659431823953
"MULTILINESTRING ((-78.829179130247 42.931674453231, -78.829186090828 42.932744493652))",4183,477780408,614,698,615,699,Grider Street,,12,A41,4,25,14215,14215,118.96890097848039
"MULTILINESTRING ((-78.877841186572 42.882253439035, -78.87745612267 42.883424471341))",7520,477794259,48,74,47,75,Franklin Street,,12,A30,4,35,14202,14202,133.95161290500354
"MULTILINESTRING ((-78.822152125102 42.957329497402, -78.822285167536 42.957917492833))",2455,477828662,,,65,85,Allenhurst Road,,12,A45,5,25,14214,14214,66.270162214797395
"MULTILINESTRING ((-78.834873196064 42.939231448208, -78.834846128906 42.940223485909))",4134,477778262,248,268,201,305,Holden Street,,12,A41,5,25,14214,14214,110.31783174092007
"MULTILINESTRING ((-78.828140166297 42.938941499202, -78.828135170867 42.939143440017))",4156,477778341,196,198,183,185,Manhattan Avenue,,12,A41,5,25,14215,14215,22.455578371676207
"MULTILINESTRING ((-78.878827134365 42.8793164636, -78.878772127922 42.879614462984))",9917,477795113,,,,,Ramp,,01,A63,2,45,14202,14202,33.436394842139194
"MULTILINESTRING ((-78.890133104507 42.922055473383, -78.890028213414 42.922916464909, -78.889870224432 42.924029475911))",8581,477783501,300,370,301,371,Grant Street,,12,A31,4,35,14213,14213,220.53303649007512
"MULTILINESTRING ((-78.817843141131 42.909759452852, -78.81782412919 42.90992350606, -78.817830092355 42.910725451844, -78.817831126272 42.910926471255, -78.817851127329 42.910984507763))",1341,477786883,200,298,201,299,Rapin Place,,12,A41,5,25,14211,14211,136.47211186056299
"MULTILINESTRING ((-78.859698181865 42.888550435352, -78.860456134815 42.889952475373, -78.860940157577 42.890826508897))",7103,477792660,358,444,359,449,Hickory Street,,12,A40,5,25,14204,14204,272.6707792344389
"MULTILINESTRING ((-78.824845182508 42.934586493228, -78.824817180029 42.934927501223, -78.824851202682 42.935211510981))",2028,477779354,38,98,29,99,Liberty Avenue,,12,A41,5,25,14215,14215,69.680608099458595
"MULTILINESTRING ((-78.835049120783 42.944851519466, -78.835173206596 42.944919475836, -78.835295112374 42.944946448274, -78.837084162646 42.944961495108))",3980,477776906,38,98,37,95,Woodbridge Avenue,,12,A41,5,25,14214,14214,169.17868274840959
"MULTILINESTRING ((-78.857094174751 42.839965479872, -78.856903142102 42.839648508375))",11649,477801807,,,,,State Route 5,5,01,A15,2,65,14218,14203,38.551866362014792
"MULTILINESTRING ((-78.820493101148 42.940127525414, -78.819427120696 42.940140460252))",2041,477778052,466,492,463,491,East Amherst Street,,12,A30,4,35,14215,14215,87.086467949880628
"MULTILINESTRING ((-78.851825116201 42.951424470421, -78.851845149739 42.952308498617, -78.851846191587 42.953616520552))",3875,477775335,264,398,259,399,Wellington Road,,12,A41,5,25,14216,14216,243.73083871201936
"MULTILINESTRING ((-78.813539094325 42.846846509254, -78.814342114717 42.847445486827))",307,477800920,12,98,11,99,Mercy Street,,12,A41,5,25,14220,14220,93.542835642278078
"MULTILINESTRING ((-78.878693927589 42.869612093476, -78.878678111834 42.869580459693))",9832,800002727,,,,,State Route 5,5,01,A15,2,65,14203,14203,3.747429652273119
"MULTILINESTRING ((-78.812633123105 42.905020434085, -78.81155710087 42.905170484402))",1143,477787964,642,666,635,665,Walden Avenue,,12,A31,4,35,14211,14211,89.512649943960255
"MULTILINESTRING ((-78.852774109639 42.905637486014, -78.851488123321 42.905622477884))",6186,477787838,392,440,393,423,Dodge Street,,12,A41,5,25,14208,14208,105.11991628618522
"MULTILINESTRING ((-78.823721116022 42.845352502296, -78.823727179405 42.844951449786))",11420,477801113,1964,1976,1965,1971,South Park Avenue,62,01,A21,3,35,14220,14220,44.591263717911048
"MULTILINESTRING ((-78.889816165643 42.892824470802, -78.889998193378 42.893002492647, -78.890057109325 42.893047487137))",9133,477791594,232,242,231,243,Efner Street,,12,A41,5,25,14201,14201,31.707567959513252
"MULTILINESTRING ((-78.843157196624 42.91306147237, -78.839996204461 42.91302544385))",6088,477786076,260,344,259,343,Winslow Avenue,,12,A41,5,25,14211,14211,258.35358890480256
"MULTILINESTRING ((-78.801417119058 42.843118428993, -78.801383188332 42.84294443261))",136,477801381,,,,,Walkway,,12,A71,5,5,14220,14220,19.542581712950163
"MULTILINESTRING ((-78.878168110897 42.949638528178, -78.87748419042 42.949640483404, -78.876847122691 42.949662454159, -78.875569191214 42.949628451783, -78.87446517688 42.949627525648))",3349,477775811,,,,,Driveway,,14,A74,5,15,14207,14216,302.56441863609211
"MULTILINESTRING ((-78.878700125394 42.879885487569, -78.878788112865 42.879941476635))",9929,477794957,,,35,65,Lower Terrace Street,,12,A40,5,25,14202,14202,9.513805757754081
"MULTILINESTRING ((-78.839089167041 42.913922520243, -78.838669187584 42.913919517355, -78.836437170933 42.913895498338, -78.835717190373 42.913884455192, -78.834980114774 42.9138604754, -78.833511132726 42.91384050987, -78.832414167303 42.913824440447))",6074,477785851,700,876,701,871,Woodlawn Avenue,,12,A41,5,25,14211,14211,545.61608818531624
"MULTILINESTRING ((-78.862518192411 42.906699457545, -78.862500157611 42.907578470658))",8217,477787585,1232,1258,1231,1259,Michigan Avenue,,12,A41,4,25,14209,14209,97.741880481712229
"MULTILINESTRING ((-78.882847104236 42.88442547747, -78.883077109605 42.884432430885))",7644,477793681,,,,,Ramp,,06,A63,2,45,14202,14202,18.821586011862951
"MULTILINESTRING ((-78.813652143222 42.929654485239, -78.813651088716 42.929867459005))",1910,477781233,2754,2754,2757,2761,Bailey Avenue,62,01,A21,3,35,14215,14215,23.678431113011786
"MULTILINESTRING ((-78.859686151839 42.906671495652, -78.859666105964 42.907544453899))",8219,477787588,166,194,163,193,Masten Avenue,,12,A41,4,25,14209,14208,97.071223851242081
"MULTILINESTRING ((-78.853402118729 42.929587477854, -78.852781099897 42.929221522151))",4404,477781370,98,98,,,West Humboldt Parkway,,12,A40,4,25,14214,14214,65.037014845798581
"MULTILINESTRING ((-78.846006128382 42.880479494114, -78.845673184133 42.880421455889))",10828,477794789,754,764,755,773,Clinton Street,354,01,A31,3,35,14210,14210,27.977599968313367
"MULTILINESTRING ((-78.872272117014 42.935952490698, -78.872257151626 42.936106510707, -78.872248122175 42.936548447871))",4815,477778988,,,235,243,Lincoln Parkway,,12,A45,4,25,14216,14216,66.309726679203862
"MULTILINESTRING ((-78.818413173927 42.934823506496, -78.817300164759 42.934821515125))",2019,477779274,2,24,1,27,Collingwood Avenue,,12,A41,5,25,14215,14215,90.924116162966925
"MULTILINESTRING ((-78.837741115978 42.950125487415, -78.836692103791 42.950110463575))",4020,477775627,956,980,955,979,Tacoma Avenue,,12,A41,5,25,14214,14214,85.691869509320568
"MULTILINESTRING ((-78.853980192821 42.909393434062, -78.853980210019 42.910149476895))",5367,477786977,1264,1276,1263,1287,Jefferson Avenue,,12,A31,4,35,14208,14208,84.05821435146018
"MULTILINESTRING ((-78.874649142604 42.890389497663, -78.874347176276 42.891266431766, -78.874212103155 42.891717504745, -78.874183213039 42.891766473759, -78.874158194345 42.891783438347, -78.874094174437 42.891795512124, -78.873637175623 42.891705475284))",7811,477792313,2,98,1,99,Asbury Alley,,12,A73,5,15,14202,14202,204.72836119036398
"MULTILINESTRING ((-78.838318190219 42.95762744591, -78.838276199832 42.958386517569))",3802,477773848,60,98,61,99,North Parker Avenue,,12,A41,5,25,14216,14216,84.464317318398443
"MULTILINESTRING ((-78.842056193674 42.887857461605, -78.842051120864 42.888585496083, -78.842039170491 42.889096500941, -78.842044152132 42.889647453624))",6635,477792826,160,226,165,233,Detroit Street,,12,A40,5,25,14212,14212,199.02331122360312
"MULTILINESTRING ((-78.844144144439 42.941400463806, -78.84412515845 42.942653518663))",4494,477777706,30,78,39,71,Starin Avenue,,12,A31,4,35,14214,14214,139.32528987910641
"MULTILINESTRING ((-78.859698181865 42.888550435352, -78.859095116063 42.88868145154))",7102,477792659,380,396,379,393,Broadway,954L,01,A31,3,35,14204,14204,51.410606882287432
"MULTILINESTRING ((-78.866573206279 42.879633449507, -78.865720125126 42.879486457096))",10308,477795073,74,88,85,107,Myrtle Avenue,,12,A41,5,25,14204,14204,71.643323485285407
"MULTILINESTRING ((-78.89870414263 42.936611509375, -78.898452210391 42.93710044856))",3005,477778824,270,300,273,279,Tonawanda Street,,12,A31,4,35,14207,14207,58.128382911996532
"MULTILINESTRING ((-78.867571186416 42.860587448706, -78.867075123519 42.860667436081, -78.866472091337 42.86079443729, -78.865775168726 42.860954502736, -78.865075093924 42.861097473315, -78.864455128857 42.861245474913))",9636,477799273,2,130,1,129,Childs Street,,12,A41,5,25,14203,14203,265.29589636814774
"MULTILINESTRING ((-78.801001177504 42.847902486727, -78.800409189583 42.84826944368))",104,477800795,2,20,1,19,Burch Avenue,,12,A41,5,25,14210,14210,63.322139098582127
"MULTILINESTRING ((-78.862606180821 42.872979447624, -78.861668153426 42.872803511092, -78.860825095079 42.872658483773, -78.860209178737 42.872561513823))",10454,477796866,42,80,41,79,Stannard Alley,,12,A41,5,25,14204,14204,201.47428765330528
"MULTILINESTRING ((-78.820322127966 42.909996445689, -78.819348093634 42.910390494633))",1367,477786791,1638,1666,1631,1659,Genesee Street,,12,A31,4,35,14211,14211,90.861997556907312
"MULTILINESTRING ((-78.845166101798 42.912282438831, -78.843680135807 42.912268487748))",5449,477786283,542,698,545,599,Glenwood Avenue,,12,A40,5,25,14208,14208,121.44771549932784
"MULTILINESTRING ((-78.847992156214 42.879623481271, -78.845674203512 42.879217438161))",10813,477795139,700,794,741,791,East Eagle Street,,12,A41,5,25,14210,14210,194.83375092622668
"MULTILINESTRING ((-78.860940157577 42.890826508897, -78.862060107107 42.892884478295))",7105,477792189,446,526,451,513,Hickory Street,,12,A40,5,25,14204,14204,246.44754918603817
"MULTILINESTRING ((-78.80298114122 42.876645516537, -78.802945159146 42.877764445238))",785,477795872,518,598,517,599,Willett Street,,12,A41,5,25,14206,14206,124.43477488286361
"MULTILINESTRING ((-78.81571157616 42.954425518272, -78.815838100789 42.9544285064, -78.815953151885 42.954451496546, -78.816227140759 42.954606486891, -78.817485121472 42.955360497898, -78.817619130368 42.9554104946))",2335,700001763,,,,,Norton Circle,,12,A41,5,25,14214,14214,193.18770721221509
"MULTILINESTRING ((-78.828982104674 42.909272449663, -78.82720108411 42.909261503204))",6014,477787017,258,328,259,327,Urban Street,,12,A41,5,25,14211,14211,145.56128640538628
"MULTILINESTRING ((-78.864302143876 42.954585521867, -78.863102179626 42.954586469523))",3461,477774639,2,34,1,31,Taunton Place,,12,A41,5,25,14216,14216,97.998826523626477
"MULTILINESTRING ((-78.873751182987 42.930051500792, -78.87375514418 42.931223468119, -78.873787102702 42.931371486273, -78.873846216136 42.93148752134, -78.874003192533 42.931663445531))",4907,477781012,,,131,163,Lincoln Parkway,,12,A31,4,35,14222,14222,184.13181404772163
"MULTILINESTRING ((-78.878014160514 42.879885440412, -78.878153119491 42.879885498307, -78.878245159696 42.879910467481, -78.878336175366 42.879944475078))",9923,477794937,,,,,Ramp,951K,06,A63,2,45,14202,14202,27.731569226138408
"MULTILINESTRING ((-78.862953149142 42.890192437486, -78.862082156798 42.890466498778))",7088,477792351,194,216,191,215,Sycamore Street,,12,A31,4,35,14204,14204,77.451983835147857
"MULTILINESTRING ((-78.826751120689 42.929766479152, -78.826750123039 42.92982548702, -78.826749132363 42.929894488801))",4213,477781186,,,,,Deerfield Avenue,,12,A31,4,35,14215,14215,14.233073338534425
"MULTILINESTRING ((-78.804576137782 42.927576514752, -78.803901092548 42.927579442294, -78.803335158428 42.927579455807))",1596,477781876,252,286,251,285,Easton Avenue,,12,A41,5,25,14215,14215,101.38996605625223
"MULTILINESTRING ((-78.826818106384 42.951650494037, -78.826898111657 42.951608469166, -78.827034146155 42.951580504847, -78.827138203885 42.951574499676, -78.828483147184 42.951617515169, -78.83079014255 42.951650514658, -78.832015201914 42.95168147969))",4031,477775264,30,198,31,199,West Winspear Avenue,,12,A41,5,25,14214,14214,426.59868457064181
